"","Reach","Habitat","Date","Time","Species","Length","Fish.ID","Focal_D","Cover","Cover_2","Substrate","Activity","ADV_file","Depth","V_60","Focal_V","Cover_yn","Key","Species_Activity","V_std"
"196","SM1",1,"2018-08-29","Day","Bull trout",50,18.1,100,"wood","overhang","3","Resting","",0.17,0.039,0,"Cover","SM1.Day.18.1","Bull trout-Resting",0
"199","SM1",1,"2018-08-29","Day","Rainbow",70,21.1,100,"wood","overhang","1","Resting","",NA,NA,0,"Cover","SM1.Day.21.1","Rainbow-Resting",0
"200","SM1",2,"2018-08-29","Day","Bull trout",45,22.1,100,"wood","overhang","2","Resting","",0.14,0.516,0.52,"Cover","SM1.Day.22.1","Bull trout-Resting",11.5555555555556
"203","SM1",2,"2018-08-29","Day","Bull trout",45,25.1,100,"wood","overhang","2","Resting","",0.13,0.056,0.058,"Cover","SM1.Day.25.1","Bull trout-Resting",1.28888888888889
"205","SM1",2,"2018-08-29","Day","Bull trout",50,27.1,100,"wood","overhang","2","Resting","",0.15,0,0,"Cover","SM1.Day.27.1","Bull trout-Resting",0
"208","SM1",2,"2018-08-29","Day","Rainbow",70,30.1,100,"wood","overhang","2","Resting","",0.38,0.306,0.079,"Cover","SM1.Day.30.1","Rainbow-Resting",1.12857142857143
"210","SM1",2,"2018-08-29","Day","Bull trout",80,32.1,100,"wood","overhang","2","Resting","",0.14,0.175,0.144,"Cover","SM1.Day.32.1","Bull trout-Resting",1.8
"212","SM1",3,"2018-08-29","Day","Bull trout",50,34.1,90,"wood","","2","Foraging","",0.46,0.529,0.169,"Cover","SM1.Day.34.1","Bull trout-Foraging",3.38
"213","SM1",3,"2018-08-29","Day","Rainbow",40,35.1,60,"wood","overhang","1","Foraging","",0.53,0.24,0.24,"Cover","SM1.Day.35.1","Rainbow-Foraging",6
"213.1","SM1",3,"2018-08-29","Day","Rainbow",40,35.1,60,"wood","overhang","1","Foraging","",0.53,0.24,0.24,"Cover","SM1.Day.35.1","Rainbow-Foraging",6
"214","SM1",1,"2018-08-29","Dusk","Rainbow",50,36.1,100,"none","","3","Foraging","",0.22,0.823,0.495,"No Cover","SM1.Dusk.36.1","Rainbow-Foraging",9.9
"215","SM1",1,"2018-08-29","Dusk","Bull trout",65,37.1,90,"none","","3","Foraging","",0.16,0.58,0.455,"No Cover","SM1.Dusk.37.1","Bull trout-Foraging",7
"216","SM1",1,"2018-08-29","Dusk","Rainbow",45,38.1,90,"none","","2","Foraging","",0.15,0.524,0.414,"No Cover","SM1.Dusk.38.1","Rainbow-Foraging",9.2
"217","SM1",1,"2018-08-29","Dusk","Rainbow",70,39.1,90,"none","","3","Foraging","",0.3,0.713,0.452,"No Cover","SM1.Dusk.39.1","Rainbow-Foraging",6.45714285714286
"218","SM1",1,"2018-08-29","Dusk","Rainbow",30,40.1,60,"wood","","3","Foraging","",0.26,0,-0.011,"Cover","SM1.Dusk.40.1","Rainbow-Foraging",-0.366666666666667
"218.1","SM1",1,"2018-08-29","Dusk","Rainbow",30,40.1,60,"wood","","3","Foraging","",0.26,0,-0.011,"Cover","SM1.Dusk.40.1","Rainbow-Foraging",-0.366666666666667
"218.2","SM1",1,"2018-08-29","Dusk","Rainbow",30,40.1,60,"wood","","3","Foraging","",0.26,0,-0.011,"Cover","SM1.Dusk.40.1","Rainbow-Foraging",-0.366666666666667
"219","SM1",1,"2018-08-29","Dusk","Bull trout",60,41.1,90,"none","","3","Foraging","",0.12,0.285,0.001,"No Cover","SM1.Dusk.41.1","Bull trout-Foraging",0.0166666666666667
"219.1","SM1",1,"2018-08-29","Dusk","Bull trout",60,41.1,90,"none","","3","Foraging","",0.12,0.285,0.001,"No Cover","SM1.Dusk.41.1","Bull trout-Foraging",0.0166666666666667
"219.2","SM1",1,"2018-08-29","Dusk","Bull trout",60,41.1,90,"none","","3","Foraging","",0.12,0.285,0.001,"No Cover","SM1.Dusk.41.1","Bull trout-Foraging",0.0166666666666667
"220","SM1",1,"2018-08-29","Dusk","Rainbow",40,42.1,90,"overhang","","3","Foraging","",0.15,0.23,0.102,"Cover","SM1.Dusk.42.1","Rainbow-Foraging",2.55
"221","SM1",2,"2018-08-29","Dusk","Bull trout",55,43.1,90,"wood","overhang","3","Foraging","",0.14,0.088,0.07,"Cover","SM1.Dusk.43.1","Bull trout-Foraging",1.27272727272727
"222","SM1",2,"2018-08-29","Dusk","Bull trout",70,44.1,90,"none","","3","Foraging","",0.3,0.584,0.327,"No Cover","SM1.Dusk.44.1","Bull trout-Foraging",4.67142857142857
"223","SM1",2,"2018-08-29","Dusk","Bull trout",120,45.1,90,"none","","3","Foraging","",0.36,0.451,0.34,"No Cover","SM1.Dusk.45.1","Bull trout-Foraging",2.83333333333333
"224","SM1",2,"2018-08-29","Dusk","Rainbow",55,46.1,90,"none","","3","Foraging","",0.24,0.348,0.317,"No Cover","SM1.Dusk.46.1","Rainbow-Foraging",5.76363636363636
"225","SM1",2,"2018-08-29","Dusk","Bull trout",65,47.1,90,"none","","3","Foraging","",0.24,0.242,0.191,"No Cover","SM1.Dusk.47.1","Bull trout-Foraging",2.93846153846154
"226","SM1",2,"2018-08-29","Dusk","Bull trout",60,48.1,90,"none","","3","Foraging","",0.18,0.374,0.327,"No Cover","SM1.Dusk.48.1","Bull trout-Foraging",5.45
"227","SM1",2,"2018-08-29","Dusk","Rainbow",80,49.1,90,"none","","3","Foraging","",0.2,0.395,0.189,"No Cover","SM1.Dusk.49.1","Rainbow-Foraging",2.3625
"228","SM1",2,"2018-08-29","Dusk","Bull trout",65,50.1,90,"none","","3","Foraging","",0.2,0.384,0.247,"No Cover","SM1.Dusk.50.1","Bull trout-Foraging",3.8
"229","SM1",2,"2018-08-29","Dusk","Rainbow",100,51.1,90,"none","","3","Foraging","",0.18,0.363,0.277,"No Cover","SM1.Dusk.51.1","Rainbow-Foraging",2.77
"230","SM1",2,"2018-08-29","Dusk","Bull trout",150,52.1,100,"none","","3","Foraging","",0.58,0.689,0.405,"No Cover","SM1.Dusk.52.1","Bull trout-Foraging",2.7
"231","SM1",2,"2018-08-29","Dusk","Bull trout",90,53.1,90,"none","","3","Foraging","",0.56,0.484,0.217,"No Cover","SM1.Dusk.53.1","Bull trout-Foraging",2.41111111111111
"232","SM1",2,"2018-08-29","Day","Rainbow",50,NA,80,"wood","","2","Foraging","",0.3,0.22,0.21,"Cover","SM1.Day.NA","Rainbow-Foraging",4.2
"233","SM1",1,"2018-09-24","Night","Bull trout",90,NA,100,"vegetation","","3","Resting","",0.36,0.24,0.15,"Cover","SM1.Night.NA","Bull trout-Resting",1.66666666666667
"234","SM1",1,"2018-09-24","Night","Bull trout",75,NA,100,"vegetation","","1","Resting","",0.34,0.07,0.05,"Cover","SM1.Night.NA","Bull trout-Resting",0.666666666666667
"235","SM1",1,"2018-09-24","Night","Bull trout",100,NA,100,"vegetation","","2","Resting","",0.65,0.17,0.19,"Cover","SM1.Night.NA","Bull trout-Resting",1.9
"236","SM1",1,"2018-09-24","Night","Rainbow",50,NA,100,"none","","1","Resting","",0.15,0,0,"No Cover","SM1.Night.NA","Rainbow-Resting",0
"237","SM1",1,"2018-09-24","Night","Rainbow",70,NA,100,"none","","2","Foraging","",0.25,0.43,0.38,"No Cover","SM1.Night.NA","Rainbow-Foraging",5.42857142857143
"238","SM1",1,"2018-09-24","Night","Rainbow",70,NA,95,"wood","","2","Foraging","",0.14,0.22,0.22,"Cover","SM1.Night.NA","Rainbow-Foraging",3.14285714285714
"239","SM1",1,"2018-09-24","Night","Bull trout",70,NA,100,"wood","","2","Resting","",0.22,0.2,0.19,"Cover","SM1.Night.NA","Bull trout-Resting",2.71428571428571
"240","SM1",1,"2018-09-24","Night","Bull trout",65,NA,100,"none","","2","Resting","",0.14,0.47,0.47,"No Cover","SM1.Night.NA","Bull trout-Resting",7.23076923076923
"241","SM1",1,"2018-09-24","Night","Rainbow",50,NA,85,"none","","2","Foraging","",0.22,0.24,0.21,"No Cover","SM1.Night.NA","Rainbow-Foraging",4.2
"241.1","SM1",1,"2018-09-24","Night","Rainbow",50,NA,85,"none","","2","Foraging","",0.22,0.24,0.21,"No Cover","SM1.Night.NA","Rainbow-Foraging",4.2
"242","SM1",1,"2018-09-24","Night","Rainbow",75,NA,85,"none","","2","Foraging","",0.22,0.24,0.21,"No Cover","SM1.Night.NA","Rainbow-Foraging",2.8
"242.1","SM1",1,"2018-09-24","Night","Rainbow",75,NA,85,"none","","2","Foraging","",0.22,0.24,0.21,"No Cover","SM1.Night.NA","Rainbow-Foraging",2.8
"243","SM1",1,"2018-09-24","Night","Bull trout",70,NA,95,"wood","","2","Foraging","",0.46,0.31,0.25,"Cover","SM1.Night.NA","Bull trout-Foraging",3.57142857142857
"244","SM1",1,"2018-09-24","Night","Bull trout",80,NA,95,"none","","2","Foraging","",0.57,0.68,0.6,"No Cover","SM1.Night.NA","Bull trout-Foraging",7.5
"245","SM1",1,"2018-09-24","Night","Bull trout",55,NA,100,"wood","","2","Resting","",0.2,0.05,0.04,"Cover","SM1.Night.NA","Bull trout-Resting",0.727272727272727
"246","SM1",1,"2018-09-24","Night","Bull trout",75,NA,95,"none","","1","Foraging","",0.54,0.44,0.33,"No Cover","SM1.Night.NA","Bull trout-Foraging",4.4
"247","SM1",1,"2018-09-24","Night","Bull trout",140,NA,100,"overhang","","2","Resting","",0.14,0,0,"Cover","SM1.Night.NA","Bull trout-Resting",0
"248","SM1",1,"2018-09-24","Night","Bull trout",150,NA,100,"overhang","","2","Resting","",0.14,0,0,"Cover","SM1.Night.NA","Bull trout-Resting",0
"249","SM1",1,"2018-09-24","Night","Bull trout",150,NA,90,"none","","2","Foraging","",0.47,0.48,0.26,"No Cover","SM1.Night.NA","Bull trout-Foraging",1.73333333333333
"250","SM1",1,"2018-09-24","Night","Bull trout",60,NA,100,"none","","2","Resting","",0.35,0.48,0.35,"No Cover","SM1.Night.NA","Bull trout-Resting",5.83333333333333
"251","SM1",1,"2018-09-24","Night","Rainbow",70,NA,95,"none","","2","Foraging","",0.41,0.44,0.25,"No Cover","SM1.Night.NA","Rainbow-Foraging",3.57142857142857
"252","SM1",1,"2018-09-24","Night","Bull trout",70,NA,100,"none","","2","Resting","",0.47,0.19,0.13,"No Cover","SM1.Night.NA","Bull trout-Resting",1.85714285714286
"253","SM1",1,"2018-09-24","Night","Bull trout",65,NA,100,"wood","","2","Resting","",0.69,0.05,0.05,"Cover","SM1.Night.NA","Bull trout-Resting",0.769230769230769
"254","SM1",1,"2018-09-24","Night","Bull trout",80,NA,100,"none","","2","Resting","",0.87,0.19,0.15,"No Cover","SM1.Night.NA","Bull trout-Resting",1.875
"255","SM1",1,"2018-09-24","Night","Bull trout",60,NA,100,"none","","1","Resting","",0.84,0,0,"No Cover","SM1.Night.NA","Bull trout-Resting",0
"256","SM1",1,"2018-09-24","Night","Bull trout",70,NA,100,"wood","","2","Resting","",0.45,0,0,"Cover","SM1.Night.NA","Bull trout-Resting",0
"257","SM1",1,"2018-09-24","Night","Rainbow",60,NA,80,"wood","","1","Resting","",0.37,0,0,"Cover","SM1.Night.NA","Rainbow-Resting",0
"258","SM1",1,"2018-09-24","Night","Bull trout",75,NA,90,"none","","2","Resting","",0.86,0,0,"No Cover","SM1.Night.NA","Bull trout-Resting",0
"259","SM2",1,"2018-09-18","Day","Rainbow",35,NA,90,"overhang","","2","Foraging","",0.14,0.03,0.03,"Cover","SM2.Day.NA","Rainbow-Foraging",0.857142857142857
"259.1","SM2",1,"2018-09-18","Day","Rainbow",35,NA,90,"overhang","","2","Foraging","",0.14,0.03,0.03,"Cover","SM2.Day.NA","Rainbow-Foraging",0.857142857142857
"259.2","SM2",1,"2018-09-18","Day","Rainbow",35,NA,90,"overhang","","2","Foraging","",0.14,0.03,0.03,"Cover","SM2.Day.NA","Rainbow-Foraging",0.857142857142857
"259.3","SM2",1,"2018-09-18","Day","Rainbow",35,NA,90,"overhang","","2","Foraging","",0.14,0.03,0.03,"Cover","SM2.Day.NA","Rainbow-Foraging",0.857142857142857
"261","SM2",1,"2018-09-18","Day","Rainbow",50,NA,110,"substrate","","3","Resting","",0.3,0.16,0,"Cover","SM2.Day.NA","Rainbow-Resting",0
"262","SM2",1,"2018-09-18","Day","Bull trout",70,NA,90,"wood","","2","Foraging","",0.85,0.06,0.07,"Cover","SM2.Day.NA","Bull trout-Foraging",1
"262.1","SM2",1,"2018-09-18","Day","Bull trout",70,NA,90,"wood","","2","Foraging","",0.85,0.06,0.07,"Cover","SM2.Day.NA","Bull trout-Foraging",1
"263","SM2",1,"2018-09-18","Day","Rainbow",75,NA,90,"wood","","2","Foraging","",0.85,0.06,0.07,"Cover","SM2.Day.NA","Rainbow-Foraging",0.933333333333333
"263.1","SM2",1,"2018-09-18","Day","Rainbow",75,NA,90,"wood","","2","Foraging","",0.85,0.06,0.07,"Cover","SM2.Day.NA","Rainbow-Foraging",0.933333333333333
"264","SM2",1,"2018-09-18","Day","Bull trout",65,NA,100,"wood","","2","Foraging","",1.5,0.2,0,"Cover","SM2.Day.NA","Bull trout-Foraging",0
"264.1","SM2",1,"2018-09-18","Day","Bull trout",65,NA,100,"wood","","2","Foraging","",1.5,0.2,0,"Cover","SM2.Day.NA","Bull trout-Foraging",0
"265","SM2",1,"2018-09-18","Day","Rainbow",55,NA,110,"substrate","","3","Resting","",0.17,0.07,0,"Cover","SM2.Day.NA","Rainbow-Resting",0
"266","SM2",1,"2018-09-18","Day","Bull trout",65,NA,100,"wood","","2","Foraging","",1.2,0.14,0.05,"Cover","SM2.Day.NA","Bull trout-Foraging",0.769230769230769
"267","SM2",1,"2018-09-18","Dusk","Rainbow",55,NA,80,"none","","2","Foraging","",0.53,0.36,0.32,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",5.81818181818182
"268","SM2",1,"2018-09-18","Dusk","Bull trout",60,NA,90,"none","","2","Foraging","",0.71,0.32,0.25,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",4.16666666666667
"269","SM2",1,"2018-09-18","Dusk","Rainbow",50,NA,90,"wood","","1","Foraging","",0.6,0.09,0.09,"Cover","SM2.Dusk.NA","Rainbow-Foraging",1.8
"269.1","SM2",1,"2018-09-18","Dusk","Rainbow",50,NA,90,"wood","","1","Foraging","",0.6,0.09,0.09,"Cover","SM2.Dusk.NA","Rainbow-Foraging",1.8
"270","SM2",1,"2018-09-18","Dusk","Rainbow",50,NA,90,"none","","3","Foraging","",0.4,0.33,0.24,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",4.8
"270.1","SM2",1,"2018-09-18","Dusk","Rainbow",50,NA,90,"none","","3","Foraging","",0.4,0.33,0.24,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",4.8
"271","SM2",1,"2018-09-18","Dusk","Rainbow",55,NA,90,"none","","2","Foraging","",0.58,0.33,0.28,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",5.09090909090909
"272","SM2",1,"2018-09-18","Dusk","Rainbow",50,NA,90,"none","","2","Foraging","",0.95,0.2,0.2,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",4
"273","SM2",1,"2018-09-18","Dusk","Rainbow",45,NA,90,"none","","3","Foraging","",0.26,0.29,0.28,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",6.22222222222222
"274","SM2",1,"2018-09-18","Dusk","Rainbow",40,NA,90,"none","","3","Foraging","",0.21,0.21,0.19,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",4.75
"275","SM2",1,"2018-09-18","Dusk","Rainbow",55,NA,90,"none","","3","Foraging","",0.34,0.24,0.2,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",3.63636363636364
"276","SM2",1,"2018-09-18","Dusk","Rainbow",55,NA,90,"none","","3","Foraging","",0.38,0.22,0.14,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",2.54545454545455
"277","SM2",1,"2018-09-18","Dusk","Rainbow",65,NA,90,"none","","2","Foraging","",0.8,0.3,0.3,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",4.61538461538461
"278","SM2",1,"2018-09-18","Dusk","Bull trout",70,NA,100,"overhang","","2","Foraging","",1.2,0.22,0.26,"Cover","SM2.Dusk.NA","Bull trout-Foraging",3.71428571428571
"279","SM2",1,"2018-09-18","Dusk","Bull trout",90,NA,100,"none","","3","Foraging","",0.38,0.26,0.2,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",2.22222222222222
"280","SM2",1,"2018-09-18","Dusk","Bull trout",95,NA,100,"wood","","2","Foraging","",1.21,0.07,0.13,"Cover","SM2.Dusk.NA","Bull trout-Foraging",1.36842105263158
"281","SM2",1,"2018-09-18","Dusk","Bull trout",100,NA,100,"wood","","1","Foraging","",0.9,0.23,0.16,"Cover","SM2.Dusk.NA","Bull trout-Foraging",1.6
"282","SM2",1,"2018-09-18","Dusk","Bull trout",70,NA,100,"wood","","1","Foraging","",0.9,0.23,0.16,"Cover","SM2.Dusk.NA","Bull trout-Foraging",2.28571428571429
"283","SM2",1,"2018-09-18","Dusk","Bull trout",90,NA,100,"wood","","1","Resting","",0.55,0.26,0.21,"Cover","SM2.Dusk.NA","Bull trout-Resting",2.33333333333333
"284","SM2",1,"2018-09-18","Dusk","Rainbow",55,NA,90,"none","","3","Foraging","",0.3,0.58,0.5,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",9.09090909090909
"285","SM2",1,"2018-09-18","Dusk","Bull trout",65,NA,90,"none","","3","Foraging","",0.36,0.4,0.27,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",4.15384615384615
"286","SM2",1,"2018-09-18","Dusk","Bull trout",80,NA,90,"none","","3","Foraging","",0.19,0.42,0.32,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",4
"287","SM2",2,"2018-09-18","Dusk","Rainbow",60,NA,90,"none","","3","Foraging","",0.32,0.62,0.47,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",7.83333333333333
"288","SM2",2,"2018-09-18","Dusk","Rainbow",65,NA,90,"none","","3","Foraging","",0.36,0.58,0.5,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",7.69230769230769
"289","SM2",3,"2018-09-19","Day","Rainbow",30,NA,60,"wood","","2","Foraging","",0.06,0.07,0.07,"Cover","SM2.Day.NA","Rainbow-Foraging",2.33333333333333
"289.1","SM2",3,"2018-09-19","Day","Rainbow",30,NA,60,"wood","","2","Foraging","",0.06,0.07,0.07,"Cover","SM2.Day.NA","Rainbow-Foraging",2.33333333333333
"290","SM2",2,"2018-09-19","Day","Rainbow",50,NA,100,"wood","","1","Resting","",0.44,0.02,0.01,"Cover","SM2.Day.NA","Rainbow-Resting",0.2
"291","SM2",2,"2018-09-19","Day","Bull trout",65,NA,110,"substrate","","4","Resting","",0.2,0.57,0,"Cover","SM2.Day.NA","Bull trout-Resting",0
"292","SM2",2,"2018-09-19","Day","Bull trout",60,NA,110,"substrate","","4","Resting","",0.25,0.48,0,"Cover","SM2.Day.NA","Bull trout-Resting",0
"293","SM2",2,"2018-09-19","Day","Bull trout",55,NA,110,"substrate","","4","Resting","",0.15,0.34,0,"Cover","SM2.Day.NA","Bull trout-Resting",0
"294","SM2",2,"2018-09-19","Day","Bull trout",70,NA,110,"substrate","","4","Resting","",0.49,0.49,0,"Cover","SM2.Day.NA","Bull trout-Resting",0
"295","SM2",2,"2018-09-19","Day","Rainbow",30,NA,90,"wood","","1","Foraging","",0.48,0.31,0.14,"Cover","SM2.Day.NA","Rainbow-Foraging",4.66666666666667
"295.1","SM2",2,"2018-09-19","Day","Rainbow",30,NA,90,"wood","","1","Foraging","",0.48,0.31,0.14,"Cover","SM2.Day.NA","Rainbow-Foraging",4.66666666666667
"296","SM2",2,"2018-09-19","Day","Rainbow",70,NA,100,"wood","","3","Foraging","",0.75,0.28,0.08,"Cover","SM2.Day.NA","Rainbow-Foraging",1.14285714285714
"297","SM2",2,"2018-09-19","Day","Rainbow",60,NA,110,"substrate","","3","Resting","",0.35,0.3,0,"Cover","SM2.Day.NA","Rainbow-Resting",0
"298","SM2",2,"2018-09-19","Day","Rainbow",55,NA,110,"substrate","","4","Resting","",0.4,0.18,0,"Cover","SM2.Day.NA","Rainbow-Resting",0
"299","SM2",4,"2018-09-19","Day","Bull trout",65,NA,100,"wood","","2","Foraging","",1.18,0.24,0.06,"Cover","SM2.Day.NA","Bull trout-Foraging",0.923076923076923
"299.1","SM2",4,"2018-09-19","Day","Bull trout",65,NA,100,"wood","","2","Foraging","",1.18,0.24,0.06,"Cover","SM2.Day.NA","Bull trout-Foraging",0.923076923076923
"299.2","SM2",4,"2018-09-19","Day","Bull trout",65,NA,100,"wood","","2","Foraging","",1.18,0.24,0.06,"Cover","SM2.Day.NA","Bull trout-Foraging",0.923076923076923
