"","Reach","Habitat","Date","Time","Species","Length","Fish.ID","Focal_D","Cover","Cover_2","Substrate","Activity","ADV_file","Depth","V_60","Focal_V","Cover_yn","Key","Species_Activity","V_std"
"299.3","SM2",4,"2018-09-19","Day","Bull trout",65,NA,100,"wood","","2","Foraging","",1.18,0.24,0.06,"Cover","SM2.Day.NA","Bull trout-Foraging",0.923076923076923
"300","SM2",4,"2018-09-19","Day","Rainbow",55,NA,50,"wood","","2","Foraging","",1.15,0.17,0.27,"Cover","SM2.Day.NA","Rainbow-Foraging",4.90909090909091
"300.1","SM2",4,"2018-09-19","Day","Rainbow",55,NA,50,"wood","","2","Foraging","",1.15,0.17,0.27,"Cover","SM2.Day.NA","Rainbow-Foraging",4.90909090909091
"301","SM2",4,"2018-09-19","Day","Rainbow",70,NA,90,"wood","","2","Foraging","",2,0.1,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",0.714285714285714
"301.1","SM2",4,"2018-09-19","Day","Rainbow",70,NA,90,"wood","","2","Foraging","",2,0.1,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",0.714285714285714
"301.2","SM2",4,"2018-09-19","Day","Rainbow",70,NA,90,"wood","","2","Foraging","",2,0.1,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",0.714285714285714
"301.3","SM2",4,"2018-09-19","Day","Rainbow",70,NA,90,"wood","","2","Foraging","",2,0.1,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",0.714285714285714
"301.4","SM2",4,"2018-09-19","Day","Rainbow",70,NA,90,"wood","","2","Foraging","",2,0.1,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",0.714285714285714
"301.5","SM2",4,"2018-09-19","Day","Rainbow",70,NA,90,"wood","","2","Foraging","",2,0.1,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",0.714285714285714
"302","SM2",4,"2018-09-19","Day","Bull trout",80,NA,100,"wood","","2","Foraging","",2,0.1,0.05,"Cover","SM2.Day.NA","Bull trout-Foraging",0.625
"302.1","SM2",4,"2018-09-19","Day","Bull trout",80,NA,100,"wood","","2","Foraging","",2,0.1,0.05,"Cover","SM2.Day.NA","Bull trout-Foraging",0.625
"303","SM2",4,"2018-09-19","Day","Rainbow",60,NA,110,"substrate","","5","Resting","",0.29,0.05,0,"Cover","SM2.Day.NA","Rainbow-Resting",0
"304","SM2",4,"2018-09-19","Day","Rainbow",60,NA,110,"substrate","","4","Resting","",0.44,0.05,0,"Cover","SM2.Day.NA","Rainbow-Resting",0
"305","SM2",4,"2018-09-19","Day","Rainbow",40,NA,90,"overhang","","2","Foraging","",0.2,0.04,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",1.25
"305.1","SM2",4,"2018-09-19","Day","Rainbow",40,NA,90,"overhang","","2","Foraging","",0.2,0.04,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",1.25
"305.2","SM2",4,"2018-09-19","Day","Rainbow",40,NA,90,"overhang","","2","Foraging","",0.2,0.04,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",1.25
"305.3","SM2",4,"2018-09-19","Day","Rainbow",40,NA,90,"overhang","","2","Foraging","",0.2,0.04,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",1.25
"305.4","SM2",4,"2018-09-19","Day","Rainbow",40,NA,90,"overhang","","2","Foraging","",0.2,0.04,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",1.25
"305.5","SM2",4,"2018-09-19","Day","Rainbow",40,NA,90,"overhang","","2","Foraging","",0.2,0.04,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",1.25
"305.6","SM2",4,"2018-09-19","Day","Rainbow",40,NA,90,"overhang","","2","Foraging","",0.2,0.04,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",1.25
"305.7","SM2",4,"2018-09-19","Day","Rainbow",40,NA,90,"overhang","","2","Foraging","",0.2,0.04,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",1.25
"305.8","SM2",4,"2018-09-19","Day","Rainbow",40,NA,90,"overhang","","2","Foraging","",0.2,0.04,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",1.25
"305.9","SM2",4,"2018-09-19","Day","Rainbow",40,NA,90,"overhang","","2","Foraging","",0.2,0.04,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",1.25
"305.10","SM2",4,"2018-09-19","Day","Rainbow",40,NA,90,"overhang","","2","Foraging","",0.2,0.04,0.05,"Cover","SM2.Day.NA","Rainbow-Foraging",1.25
"306","SM2",4,"2018-09-19","Day","Rainbow",60,NA,110,"substrate","","4","Resting","",0.45,0.39,0,"Cover","SM2.Day.NA","Rainbow-Resting",0
"307","SM2",4,"2018-09-19","Day","Rainbow",55,NA,110,"substrate","","4","Resting","",0.24,0.24,0,"Cover","SM2.Day.NA","Rainbow-Resting",0
"308","SM2",4,"2018-09-19","Day","Bull trout",110,NA,110,"substrate","","5","Resting","",0.6,0.34,0,"Cover","SM2.Day.NA","Bull trout-Resting",0
"309","SM2",4,"2018-09-19","Day","Bull trout",85,NA,110,"substrate","","4","Resting","",0.6,0.27,0,"Cover","SM2.Day.NA","Bull trout-Resting",0
"310","SM2",4,"2018-09-19","Day","Rainbow",60,NA,110,"substrate","","4","Resting","",0.6,0.48,0,"Cover","SM2.Day.NA","Rainbow-Resting",0
"310.1","SM2",4,"2018-09-19","Day","Rainbow",60,NA,110,"substrate","","4","Resting","",0.6,0.48,0,"Cover","SM2.Day.NA","Rainbow-Resting",0
"311","SM2",4,"2018-09-19","Day","Rainbow",55,NA,110,"substrate","","4","Resting","",0.58,0.34,0,"Cover","SM2.Day.NA","Rainbow-Resting",0
"312","SM2",4,"2018-09-19","Day","Bull trout",85,NA,110,"substrate","","4","Resting","",0.59,0.32,0,"Cover","SM2.Day.NA","Bull trout-Resting",0
"313","SM2",4,"2018-09-19","Day","Bull trout",90,NA,110,"substrate","","5","Resting","",0.69,0.18,0,"Cover","SM2.Day.NA","Bull trout-Resting",0
"314","SM2",4,"2018-09-19","Day","Rainbow",70,NA,110,"substrate","","4","Resting","",0.33,0.16,0,"Cover","SM2.Day.NA","Rainbow-Resting",0
"315","SM2",2,"2018-09-19","Dusk","Rainbow",45,NA,100,"none","","2","Foraging","",0.78,0.05,0.06,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",1.33333333333333
"315.1","SM2",2,"2018-09-19","Dusk","Rainbow",45,NA,100,"none","","2","Foraging","",0.78,0.05,0.06,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",1.33333333333333
"315.2","SM2",2,"2018-09-19","Dusk","Rainbow",45,NA,100,"none","","2","Foraging","",0.78,0.05,0.06,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",1.33333333333333
"316","SM2",2,"2018-09-19","Dusk","Rainbow",60,NA,90,"none","","3","Foraging","",0.41,0.57,0.54,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",9
"317","SM2",2,"2018-09-19","Dusk","Rainbow",70,NA,90,"wood","","3","Foraging","",0.38,0.44,0.41,"Cover","SM2.Dusk.NA","Rainbow-Foraging",5.85714285714286
"318","SM2",2,"2018-09-19","Dusk","Rainbow",55,NA,90,"none","","3","Foraging","",0.39,0.46,0.34,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",6.18181818181818
"319","SM2",2,"2018-09-19","Dusk","Rainbow",55,NA,90,"none","","3","Foraging","",0.67,0.29,0.26,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",4.72727272727273
"320","SM2",2,"2018-09-19","Dusk","Bull trout",70,NA,100,"none","","2","Foraging","",0.7,0.23,0.06,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.857142857142857
"320.1","SM2",2,"2018-09-19","Dusk","Bull trout",70,NA,100,"none","","2","Foraging","",0.7,0.23,0.06,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.857142857142857
"321","SM2",2,"2018-09-19","Dusk","Bull trout",75,NA,100,"none","","4","Resting","",0.6,0.27,0.01,"No Cover","SM2.Dusk.NA","Bull trout-Resting",0.133333333333333
"322","SM2",2,"2018-09-19","Dusk","Bull trout",70,NA,100,"none","","4","Foraging","",0.5,0.23,0.01,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.142857142857143
"323","SM2",4,"2018-09-24","Dusk","Bull trout",70,NA,100,"none","","4","Foraging","",0.9,0.29,0.01,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.142857142857143
"324","SM2",4,"2018-09-24","Dusk","Bull trout",90,NA,100,"wood","","3","Foraging","",1.3,0.1,0.09,"Cover","SM2.Dusk.NA","Bull trout-Foraging",1
"324.1","SM2",4,"2018-09-24","Dusk","Bull trout",90,NA,100,"wood","","3","Foraging","",1.3,0.1,0.09,"Cover","SM2.Dusk.NA","Bull trout-Foraging",1
"325","SM2",4,"2018-09-24","Dusk","Bull trout",95,NA,100,"none","","3","Foraging","",1.25,0.02,0,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0
"326","SM2",4,"2018-09-24","Dusk","Rainbow",60,NA,100,"wood","","2","Foraging","",0.18,0.44,0,"Cover","SM2.Dusk.NA","Rainbow-Foraging",0
"327","SM2",4,"2018-09-24","Dusk","Rainbow",55,NA,90,"none","","3","Foraging","",1.85,0.18,0.08,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",1.45454545454545
"328","SM2",4,"2018-09-24","Dusk","Bull trout",100,NA,100,"wood","","3","Foraging",".",0.83,0.22,0.08,"Cover","SM2.Dusk.NA","Bull trout-Foraging",0.8
"329","SM2",4,"2018-09-24","Dusk","Rainbow",60,NA,60,"none","","2","Foraging","",0.31,0.08,0.08,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",1.33333333333333
"330","SM2",4,"2018-09-24","Dusk","Bull trout",80,NA,100,"none","","2","Resting","",0.9,0,0,"No Cover","SM2.Dusk.NA","Bull trout-Resting",0
"330.1","SM2",4,"2018-09-24","Dusk","Bull trout",80,NA,100,"none","","2","Resting","",0.9,0,0,"No Cover","SM2.Dusk.NA","Bull trout-Resting",0
"330.2","SM2",4,"2018-09-24","Dusk","Bull trout",80,NA,100,"none","","2","Resting","",0.9,0,0,"No Cover","SM2.Dusk.NA","Bull trout-Resting",0
"330.3","SM2",4,"2018-09-24","Dusk","Bull trout",80,NA,100,"none","","2","Resting","",0.9,0,0,"No Cover","SM2.Dusk.NA","Bull trout-Resting",0
"330.4","SM2",4,"2018-09-24","Dusk","Bull trout",80,NA,100,"none","","2","Resting","",0.9,0,0,"No Cover","SM2.Dusk.NA","Bull trout-Resting",0
"330.5","SM2",4,"2018-09-24","Dusk","Bull trout",80,NA,100,"none","","2","Resting","",0.9,0,0,"No Cover","SM2.Dusk.NA","Bull trout-Resting",0
"330.6","SM2",4,"2018-09-24","Dusk","Bull trout",80,NA,100,"none","","2","Resting","",0.9,0,0,"No Cover","SM2.Dusk.NA","Bull trout-Resting",0
"331","SM2",4,"2018-09-24","Dusk","Bull trout",110,NA,100,"none","","4","Foraging","",1.1,0.02,0.01,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.0909090909090909
"331.1","SM2",4,"2018-09-24","Dusk","Bull trout",110,NA,100,"none","","4","Foraging","",1.1,0.02,0.01,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.0909090909090909
"331.2","SM2",4,"2018-09-24","Dusk","Bull trout",110,NA,100,"none","","4","Foraging","",1.1,0.02,0.01,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.0909090909090909
"331.3","SM2",4,"2018-09-24","Dusk","Bull trout",110,NA,100,"none","","4","Foraging","",1.1,0.02,0.01,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.0909090909090909
"331.4","SM2",4,"2018-09-24","Dusk","Bull trout",110,NA,100,"none","","4","Foraging","",1.1,0.02,0.01,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.0909090909090909
"331.5","SM2",4,"2018-09-24","Dusk","Bull trout",110,NA,100,"none","","4","Foraging","",1.1,0.02,0.01,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.0909090909090909
"331.6","SM2",4,"2018-09-24","Dusk","Bull trout",110,NA,100,"none","","4","Foraging","",1.1,0.02,0.01,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.0909090909090909
"331.7","SM2",4,"2018-09-24","Dusk","Bull trout",110,NA,100,"none","","4","Foraging","",1.1,0.02,0.01,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.0909090909090909
"332","SM2",4,"2018-09-24","Dusk","Bull trout",95,NA,100,"none","","4","Foraging","",1.8,0.05,0.01,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.105263157894737
"333","SM2",4,"2018-09-24","Dusk","Bull trout",85,NA,100,"none","","4","Foraging","",0.82,0.34,0.01,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.117647058823529
"334","SM2",4,"2018-09-24","Dusk","Rainbow",90,NA,90,"none","","4","Foraging","",0.26,0.31,0.27,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",3
"335","SM2",4,"2018-09-24","Dusk","Bull trout",180,NA,100,"none","","4","Foraging","",1.9,0.19,0.01,"No Cover","SM2.Dusk.NA","Bull trout-Foraging",0.0555555555555556
"336","SM2",4,"2018-09-24","Dusk","Rainbow",40,NA,60,"none","","3","Foraging","",0.31,0.07,0.07,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",1.75
"336.1","SM2",4,"2018-09-24","Dusk","Rainbow",40,NA,60,"none","","3","Foraging","",0.31,0.07,0.07,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",1.75
"336.2","SM2",4,"2018-09-24","Dusk","Rainbow",40,NA,60,"none","","3","Foraging","",0.31,0.07,0.07,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",1.75
"336.3","SM2",4,"2018-09-24","Dusk","Rainbow",40,NA,60,"none","","3","Foraging","",0.31,0.07,0.07,"No Cover","SM2.Dusk.NA","Rainbow-Foraging",1.75
"337","SM2",4,"2018-09-24","Night","Bull trout",95,NA,100,"none","","1","Resting","",0.85,0.35,0.12,"No Cover","SM2.Night.NA","Bull trout-Resting",1.26315789473684
"338","SM2",4,"2018-09-24","Night","Bull trout",60,NA,100,"none","","1","Resting","",0.28,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"339","SM2",4,"2018-09-24","Night","Bull trout",70,NA,100,"none","","2","Resting","",0.55,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"339.1","SM2",4,"2018-09-24","Night","Bull trout",70,NA,100,"none","","2","Resting","",0.55,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"340","SM2",4,"2018-09-24","Night","Rainbow",90,NA,100,"none","","2","Resting","",0.74,0,0,"No Cover","SM2.Night.NA","Rainbow-Resting",0
"341","SM2",4,"2018-09-24","Night","Rainbow",60,NA,100,"wood","","2","Resting","",0.28,0.21,0.01,"Cover","SM2.Night.NA","Rainbow-Resting",0.166666666666667
"342","SM2",4,"2018-09-24","Night","Bull trout",100,NA,100,"wood","","3","Foraging","",0.36,0.19,0,"Cover","SM2.Night.NA","Bull trout-Foraging",0
"343","SM2",4,"2018-09-24","Night","Rainbow",95,NA,100,"wood","","3","Foraging","",0.64,0.28,0.08,"Cover","SM2.Night.NA","Rainbow-Foraging",0.842105263157895
"344","SM2",4,"2018-09-24","Night","Bull trout",115,NA,100,"wood","","2","Resting","",0.88,0,0,"Cover","SM2.Night.NA","Bull trout-Resting",0
"345","SM2",4,"2018-09-24","Night","Rainbow",115,NA,100,"wood","","2","Resting","",0.9,0,0,"Cover","SM2.Night.NA","Rainbow-Resting",0
"346","SM2",4,"2018-09-24","Night","Bull trout",70,NA,100,"none","","1","Resting","",0.44,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"346.1","SM2",4,"2018-09-24","Night","Bull trout",70,NA,100,"none","","1","Resting","",0.44,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"346.2","SM2",4,"2018-09-24","Night","Bull trout",70,NA,100,"none","","1","Resting","",0.44,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"346.3","SM2",4,"2018-09-24","Night","Bull trout",70,NA,100,"none","","1","Resting","",0.44,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"347","SM2",4,"2018-09-24","Night","Rainbow",100,NA,90,"none","","3","Foraging","",0.1,0.73,0.49,"No Cover","SM2.Night.NA","Rainbow-Foraging",4.9
"348","SM2",4,"2018-09-24","Night","Bull trout",85,NA,100,"none","","3","Foraging","",0.1,0.58,0.35,"No Cover","SM2.Night.NA","Bull trout-Foraging",4.11764705882353
"349","SM2",4,"2018-09-24","Night","Bull trout",180,NA,90,"none","","3","Foraging","",0.61,0.5,0.22,"No Cover","SM2.Night.NA","Bull trout-Foraging",1.22222222222222
"349.1","SM2",4,"2018-09-24","Night","Bull trout",180,NA,90,"none","","3","Foraging","",0.61,0.5,0.22,"No Cover","SM2.Night.NA","Bull trout-Foraging",1.22222222222222
"349.2","SM2",4,"2018-09-24","Night","Bull trout",180,NA,90,"none","","3","Foraging","",0.61,0.5,0.22,"No Cover","SM2.Night.NA","Bull trout-Foraging",1.22222222222222
"350","SM2",4,"2018-09-24","Night","Rainbow",45,NA,100,"none","","3","Resting","",0.09,0.01,0.01,"No Cover","SM2.Night.NA","Rainbow-Resting",0.222222222222222
"350.1","SM2",4,"2018-09-24","Night","Rainbow",45,NA,100,"none","","3","Resting","",0.09,0.01,0.01,"No Cover","SM2.Night.NA","Rainbow-Resting",0.222222222222222
"350.2","SM2",4,"2018-09-24","Night","Rainbow",45,NA,100,"none","","3","Resting","",0.09,0.01,0.01,"No Cover","SM2.Night.NA","Rainbow-Resting",0.222222222222222
"351","SM2",4,"2018-09-24","Night","Bull trout",90,NA,100,"none","","3","Resting","",0.87,0.22,0.14,"No Cover","SM2.Night.NA","Bull trout-Resting",1.55555555555556
"351.1","SM2",4,"2018-09-24","Night","Bull trout",90,NA,100,"none","","3","Resting","",0.87,0.22,0.14,"No Cover","SM2.Night.NA","Bull trout-Resting",1.55555555555556
"351.2","SM2",4,"2018-09-24","Night","Bull trout",90,NA,100,"none","","3","Resting","",0.87,0.22,0.14,"No Cover","SM2.Night.NA","Bull trout-Resting",1.55555555555556
"353","SM2",4,"2018-09-24","Night","Bull trout",85,NA,100,"none","","3","Resting","",1.07,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"353.1","SM2",4,"2018-09-24","Night","Bull trout",85,NA,100,"none","","3","Resting","",1.07,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"353.2","SM2",4,"2018-09-24","Night","Bull trout",85,NA,100,"none","","3","Resting","",1.07,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"354","SM2",4,"2018-09-24","Night","Bull trout",95,NA,100,"none","","2","Resting","",0.66,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"354.1","SM2",4,"2018-09-24","Night","Bull trout",95,NA,100,"none","","2","Resting","",0.66,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"355","SM2",4,"2018-09-24","Night","Bull trout",95,NA,100,"none","","2","Resting","",1.25,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"355.1","SM2",4,"2018-09-24","Night","Bull trout",95,NA,100,"none","","2","Resting","",1.25,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"356","SM2",4,"2018-09-24","Night","Bull trout",90,NA,100,"none","","2","Resting","",0.88,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"356.1","SM2",4,"2018-09-24","Night","Bull trout",90,NA,100,"none","","2","Resting","",0.88,0,0,"No Cover","SM2.Night.NA","Bull trout-Resting",0
"357","SM2",4,"2018-09-24","Night","Rainbow",40,NA,100,"none","","1","Resting","",0.25,0,0,"No Cover","SM2.Night.NA","Rainbow-Resting",0
"358","SM2",4,"2018-09-24","Night","Rainbow",100,NA,100,"none","","5","Resting","",0.58,0.34,0,"No Cover","SM2.Night.NA","Rainbow-Resting",0
"358.1","SM2",4,"2018-09-24","Night","Rainbow",100,NA,100,"none","","5","Resting","",0.58,0.34,0,"No Cover","SM2.Night.NA","Rainbow-Resting",0
"358.2","SM2",4,"2018-09-24","Night","Rainbow",100,NA,100,"none","","5","Resting","",0.58,0.34,0,"No Cover","SM2.Night.NA","Rainbow-Resting",0
"358.3","SM2",4,"2018-09-24","Night","Rainbow",100,NA,100,"none","","5","Resting","",0.58,0.34,0,"No Cover","SM2.Night.NA","Rainbow-Resting",0
"358.4","SM2",4,"2018-09-24","Night","Rainbow",100,NA,100,"none","","5","Resting","",0.58,0.34,0,"No Cover","SM2.Night.NA","Rainbow-Resting",0
